19.06.05,두산,KIA,5,4,두산
19.06.05,한화,롯데,6,3,한화
19.06.06,KT,LG,7,8,LG
19.06.06,NC,삼성,0,6,삼성
19.06.06,SK,키움,2,6,키움
19.06.06,두산,KIA,3,12,KIA
19.06.06,한화,롯데,4,3,한화
19.06.07,KIA,NC,1,2,NC
19.06.07,LG,한화,2,3,한화
19.06.07,롯데,KT,1,2,KT
19.06.07,삼성,SK,2,4,SK
19.06.07,키움,두산,1,7,두산
19.06.08,KIA,NC,4,5,NC
19.06.08,LG,한화,3,2,LG
19.06.08,롯데,KT,2,6,KT
19.06.08,삼성,SK,0,8,SK
19.06.08,키움,두산,5,4,키움
19.06.09,KIA,NC,3,4,NC
19.06.09,LG,한화,3,1,LG
19.06.09,롯데,KT,0,2,KT
19.06.09,삼성,SK,9,0,삼성
19.06.09,키움,두산,4,0,키움
19.06.11,SK,KT,13,1,SK
19.06.11,두산,한화,1,4,한화
19.06.11,롯데,LG,1,1,무승부
19.06.11,삼성,KIA,1,7,KIA
19.06.11,키움,NC,9,8,키움
19.06.12,SK,KT,6,3,SK
19.06.12,두산,한화,9,6,두산
19.06.12,롯데,LG,3,4,LG
19.06.12,삼성,KIA,3,7,KIA
19.06.12,키움,NC,5,4,키움
19.06.13,SK,KT,1,5,KT
19.06.13,두산,한화,7,2,두산
19.06.13,롯데,LG,3,4,LG
19.06.13,삼성,KIA,2,3,KIA
19.06.13,키움,NC,1,3,NC
19.06.14,KT,삼성,4,7,삼성
19.06.14,LG,두산,4,7,두산
19.06.14,NC,SK,3,7,SK
19.06.14,한화,키움,7,8,키움
19.06.15,KIA,롯데,0,7,롯데
19.06.15,KT,삼성,10,7,KT
19.06.15,LG,두산,4,3,LG
19.06.15,NC,SK,0,4,SK
19.06.15,한화,키움,3,8,키움
19.06.16,KIA,롯데,5,10,롯데
19.06.16,KT,삼성,3,1,KT
19.06.16,LG,두산,3,5,두산
19.06.16,NC,SK,2,9,SK
19.06.16,한화,키움,6,9,키움
19.06.18,KT,키움,2,3,키움
19.06.18,LG,삼성,5,12,삼성
19.06.18,NC,두산,7,10,두산
19.06.18,SK,KIA,2,4,KIA
19.06.18,롯데,한화,11,3,롯데
19.06.19,KT,키움,2,8,키움
19.06.19,LG,삼성,9,6,LG
19.06.19,NC,두산,0,1,두산
19.06.19,SK,KIA,7,1,SK
19.06.19,롯데,한화,7,5,롯데
19.06.20,KT,키움,1,3,키움
19.06.20,LG,삼성,11,3,LG
19.06.20,NC,두산,2,14,두산
19.06.20,SK,KIA,5,8,KIA
19.06.20,롯데,한화,7,10,한화
19.06.21,KIA,LG,8,9,LG
19.06.21,NC,KT,0,5,KT
19.06.21,두산,SK,1,14,SK
19.06.21,삼성,한화,5,2,삼성
19.06.21,키움,롯데,7,4,키움
19.06.22,KIA,LG,3,2,KIA
19.06.22,NC,KT,7,6,NC
19.06.22,두산,SK,0,3,SK
19.06.22,삼성,한화,0,5,한화
19.06.22,키움,롯데,1,4,롯데
19.06.23,KIA,LG,7,0,KIA
19.06.23,NC,KT,2,4,KT
19.06.23,두산,SK,2,3,SK
19.06.23,삼성,한화,10,5,삼성
19.06.23,키움,롯데,1,2,롯데
19.06.25,KIA,키움,3,7,키움
19.06.25,KT,롯데,8,8,무승부
19.06.25,SK,LG,8,3,SK
19.06.25,두산,삼성,2,11,삼성
19.06.25,한화,NC,14,3,한화
19.06.26,KIA,키움,13,6,KIA
19.06.26,SK,LG,7,4,SK
19.06.27,KIA,키움,2,8,키움
19.06.27,KT,롯데,10,2,KT
19.06.27,SK,LG,4,6,LG
19.06.27,두산,삼성,9,1,두산
19.06.27,한화,NC,5,10,NC
19.06.28,KIA,KT,1,9,KT
19.06.28,LG,NC,6,2,LG
19.06.28,SK,삼성,3,9,삼성
19.06.28,롯데,두산,2,3,두산
19.06.28,키움,한화,6,5,키움
19.06.29,KIA,KT,3,5,KT
19.06.29,롯데,두산,4,0,롯데
19.06.30,KIA,KT,3,4,KT
19.06.30,LG,NC,1,9,NC
19.06.30,SK,삼성,14,7,SK
19.06.30,롯데,두산,4,0,롯데
19.06.30,키움,한화,6,4,키움
19.07.02,NC,KIA,3,5,KIA
19.07.02,두산,키움,3,6,키움
19.07.02,롯데,SK,1,10,SK
19.07.02,삼성,KT,3,5,KT
19.07.02,한화,LG,2,9,LG
19.07.03,NC,KIA,8,4,NC
19.07.03,두산,키움,3,1,두산
19.07.03,롯데,SK,5,8,SK
19.07.03,삼성,KT,0,3,KT
19.07.03,한화,LG,1,6,LG
19.07.04,NC,KIA,9,3,NC
19.07.04,두산,키움,4,1,두산
19.07.04,롯데,SK,7,9,SK
19.07.04,삼성,KT,3,5,KT
19.07.04,한화,LG,3,4,LG
19.07.05,KT,한화,10,3,KT
19.07.05,LG,KIA,1,6,KIA
19.07.05,SK,두산,8,6,SK
19.07.05,롯데,키움,1,14,키움
19.07.05,삼성,NC,3,7,NC
19.07.06,KT,한화,8,9,한화
19.07.06,LG,KIA,0,7,KIA
19.07.06,SK,두산,4,2,SK
19.07.06,롯데,키움,4,6,키움
19.07.06,삼성,NC,2,2,무승부
19.07.07,KT,한화,4,3,KT
19.07.07,LG,KIA,10,9,LG
19.07.07,SK,두산,4,5,두산
19.07.07,롯데,키움,2,5,키움
19.07.07,삼성,NC,4,2,삼성
19.07.09,KIA,삼성,2,3,삼성
19.07.09,NC,롯데,1,4,롯데
19.07.09,SK,한화,0,1,한화
19.07.09,두산,LG,11,4,두산
19.07.09,키움,KT,12,3,키움
19.07.11,KIA,삼성,2,4,삼성
19.07.11,NC,롯데,4,0,NC
19.07.11,SK,한화,5,1,SK
19.07.11,두산,LG,8,4,두산
19.07.11,키움,KT,4,2,키움
19.07.12,KT,NC,8,9,NC
19.07.12,두산,롯데,1,2,롯데
19.07.12,삼성,LG,6,3,삼성
19.07.12,키움,SK,6,2,키움
19.07.12,한화,KIA,0,5,KIA
19.07.13,KT,NC,13,3,KT
19.07.13,두산,롯데,4,3,두산
19.07.13,삼성,LG,3,5,LG
19.07.13,키움,SK,2,4,SK
19.07.13,한화,KIA,10,5,한화
19.07.14,KT,NC,4,1,KT
19.07.14,두산,롯데,8,2,두산
19.07.14,삼성,LG,0,2,LG
19.07.14,키움,SK,3,4,SK
19.07.14,한화,KIA,7,10,KIA
19.07.16,KT,두산,7,2,KT
19.07.16,LG,SK,4,10,SK
